X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
8,4,aug,sun,92.3,63.1,687.6,6.1,9.4,67,5.6,0.0,11.17
4,2,oct,sun,90.0,1.1,635.3,3.0,18.3,60,4.3,0.0,7.3
4,4,aug,tue,89.1,34.1,567.8,6.5,22.2,38,7.5,0.0,0.0
5,4,sep,wed,92.7,22.9,313.8,11.0,25.8,57,6.0,0.0,3.13
4,4,sep,fri,90.5,29.8,440.4,4.9,19.3,55,5.3,0.0,65.73
3,4,oct,fri,91.6,57.2,663.9,3.9,20.9,59,6.9,0.0,8.8
5,4,jun,sun,94.7,39.9,485.1,5.2,23.5,36,4.4,0.0,15.96
8,5,aug,wed,90.0,22.0,518.4,1.6,10.2,31,5.7,0.0,0.0
9,4,sep,sun,96.2,84.8,364.4,5.8,15.7,31,5.0,0.0,4.96
4,4,jul,mon,94.0,85.3,40.7,4.3,21.2,33,5.4,0.0,9.78
4,4,sep,sun,90.3,107.0,45.6,4.5,4.0,39,4.6,0.0,0.0
5,4,aug,thu,90.7,139.1,150.1,7.7,24.5,41,6.0,0.0,73.99
5,5,apr,fri,94.5,113.8,537.8,4.8,29.9,23,7.2,0.0,0.0
6,4,jun,thu,89.6,69.8,212.8,8.0,15.6,41,4.3,0.0,0.0
1,4,mar,fri,90.2,35.2,669.7,5.5,22.3,21,9.4,0.0,5.92
9,5,oct,tue,92.2,1.1,169.2,2.6,18.0,35,5.3,0.0,7.25
4,4,sep,sun,82.4,27.6,589.8,5.2,20.3,26,6.6,0.0,1.92
3,4,mar,sun,91.0,80.1,188.7,7.5,6.4,60,9.4,0.0,6.54
7,2,mar,mon,83.1,53.4,598.1,6.3,23.4,24,7.1,0.0,11.51
4,5,may,tue,91.6,28.7,719.2,8.9,26.9,28,4.4,0.0,15.72
4,5,jul,fri,93.0,120.5,327.0,4.1,22.3,43,8.3,0.0,0.0
2,4,dec,tue,93.5,28.3,588.9,4.6,13.0,27,7.2,0.0,0.0
5,5,feb,sat,78.3,1.1,613.2,5.7,22.4,33,8.7,1.0,1.86
4,5,feb,thu,84.0,43.4,586.3,8.6,22.9,39,6.9,0.0,7.94
8,4,aug,sat,92.9,43.4,264.1,9.3,24.7,43,5.6,0.0,0.0
9,5,aug,fri,92.9,117.3,263.0,13.5,29.1,32,9.4,0.0,0.0
9,4,apr,tue,91.9,1.1,494.3,12.0,6.0,28,5.8,0.0,0.64
4,4,sep,sat,93.4,100.4,59.6,5.6,19.2,49,3.2,0.0,6.68
4,5,apr,tue,93.2,68.6,627.2,4.9,33.3,19,4.6,0.0,151.53
4,4,aug,tue,89.4,110.6,252.2,5.6,15.1,69,9.4,0.0,10.18
4,2,feb,mon,90.6,43.8,535.5,6.2,14.4,28,7.2,0.0,0.0
5,4,mar,wed,93.2,35.7,500.9,9.1,29.6,28,7.2,0.0,2.51
4,5,nov,sat,91.2,30.0,545.4,4.8,15.9,36,9.4,0.0,43.92
3,4,sep,mon,92.2,75.0,361.4,4.7,29.7,38,4.1,0.0,0.0
4,5,oct,wed,91.5,26.2,773.7,6.8,7.6,33,3.1,0.0,11.45
7,4,apr,sun,90.6,37.1,518.4,0.0,26.8,48,5.0,0.0,10.53
9,4,nov,sat,93.9,1.1,578.4,7.2,22.9,15,7.0,0.0,0.0
3,8,jun,wed,92.3,180.9,673.2,6.6,15.3,56,3.6,0.0,7.59
4,2,aug,wed,91.0,170.9,653.0,5.7,15.6,62,6.9,0.0,9.32
4,4,aug,thu,93.1,36.7,18.2,6.4,22.8,37,5.3,0.0,17.26
2,5,nov,sat,91.2,3.5,195.6,2.1,22.5,27,6.4,0.0,0.88
9,5,apr,mon,91.6,166.7,286.5,7.6,10.1,27,6.3,0.0,14.33
5,5,sep,thu,95.4,1.1,299.1,5.2,24.8,67,6.3,0.0,0.0
4,4,sep,sun,96.1,150.1,351.0,6.9,30.6,54,8.8,0.0,5.6
4,4,aug,sat,91.5,1.1,7.9,6.1,18.4,19,9.4,0.0,0.0
4,4,sep,tue,95.2,1.1,382.7,7.0,13.4,33,3.3,0.0,7.81
4,5,aug,sat,90.9,30.4,242.6,7.5,19.0,43,4.0,0.0,5.1
4,6,sep,sun,90.6,110.9,411.6,6.9,19.6,37,4.0,0.0,7.87
4,5,sep,tue,94.1,49.8,271.7,8.7,7.7,48,4.3,0.0,12.26
4,4,aug,sun,94.3,43.6,688.2,5.7,15.9,32,7.1,0.0,1.49
1,5,sep,sat,90.6,1.1,465.5,8.2,17.7,46,6.6,0.0,13.79
4,5,sep,sun,91.1,92.7,338.2,7.6,21.1,42,5.4,0.0,2.69
9,4,jul,sun,95.2,126.5,610.9,7.1,32.9,28,2.3,0.0,8.86
5,5,sep,mon,92.7,1.1,364.5,5.1,20.6,29,4.2,0.0,4.39
4,4,sep,mon,92.3,59.2,7.9,10.5,26.8,50,9.4,0.0,5.69
4,4,sep,sun,93.1,99.1,647.3,5.9,20.9,54,5.9,0.0,5.62
4,2,aug,sat,90.3,47.7,548.4,1.6,10.5,22,7.3,0.0,10.61
4,2,sep,tue,84.2,58.6,349.0,5.8,13.6,41,6.0,0.0,0.0
4,6,sep,sun,91.9,197.1,670.8,9.3,27.9,35,5.1,0.0,6.2
3,4,aug,wed,94.8,31.1,44.2,5.1,27.7,34,8.4,0.0,0.0
4,4,sep,sat,92.8,31.8,323.2,6.4,20.5,73,6.3,0.0,10.44
4,4,aug,fri,91.6,102.5,609.0,5.9,13.6,50,9.4,0.0,58.64
4,2,aug,tue,91.3,113.9,786.5,0.0,25.6,56,7.3,0.0,16.12
4,6,sep,sun,90.3,70.7,312.8,4.8,5.4,29,7.1,0.0,8.78
7,5,sep,sat,88.9,50.0,577.4,15.4,23.4,31,4.5,0.0,0.0
4,5,aug,sat,90.1,67.5,705.3,8.5,24.6,42,3.0,0.0,66.41
4,5,sep,sat,91.1,10.4,237.0,4.3,12.5,31,3.9,0.0,10.46
8,4,jul,mon,93.5,111.2,401.8,5.3,21.7,28,4.7,0.0,0.0
7,4,aug,wed,92.3,14.6,769.0,4.7,23.4,65,3.8,0.0,14.28
9,3,nov,fri,91.7,1.1,756.4,4.8,25.5,20,6.3,0.0,9.59
5,6,aug,mon,91.3,19.1,617.7,0.0,27.4,33,7.2,0.0,2.62
5,5,jun,wed,92.7,83.5,591.7,8.5,18.6,21,9.4,0.0,0.14
2,4,sep,sat,85.2,112.6,599.1,2.5,22.4,28,6.3,0.0,0.0
8,6,jun,tue,95.6,57.1,370.7,3.5,30.5,60,4.0,0.0,10.03
4,6,sep,sat,92.3,26.4,700.7,8.4,23.6,42,9.4,0.0,12.75
4,6,aug,wed,93.6,1.1,9.8,4.5,25.1,27,6.4,0.0,0.0
1,3,aug,thu,92.4,3.0,550.6,6.0,32.9,56,4.9,0.0,0.0
4,5,may,thu,92.4,187.9,7.9,4.7,25.3,38,5.9,0.0,2.74
4,2,oct,tue,90.7,49.6,653.6,4.7,22.0,30,4.8,0.0,13.12
4,4,aug,fri,89.7,37.0,574.8,4.9,22.3,44,5.2,0.0,9.66
6,4,dec,sun,91.9,33.1,684.9,2.1,19.6,46,4.1,0.0,8.46
2,2,aug,wed,90.7,62.2,228.3,7.3,16.8,63,5.6,0.0,7.09
7,5,jan,sat,90.2,64.4,627.4,6.8,19.0,31,7.0,0.0,0.0
4,4,aug,fri,82.8,1.1,591.5,3.9,17.3,35,4.2,0.0,0.11
7,5,aug,thu,91.5,10.2,556.4,7.2,13.1,24,9.4,0.0,3.21
7,4,sep,sat,91.1,1.1,678.5,8.4,22.3,33,6.4,0.0,0.83
5,3,sep,wed,90.6,59.0,713.0,12.0,15.5,33,7.9,0.0,1.55
6,6,sep,sun,96.2,13.6,635.6,13.9,28.3,69,6.1,0.0,0.0
2,5,mar,sat,89.0,79.5,599.1,6.5,23.8,31,7.4,0.0,0.0
4,5,sep,tue,91.4,48.7,127.1,10.3,22.2,26,1.9,0.0,1.97
4,2,feb,thu,92.4,183.8,627.4,14.7,20.4,33,6.7,0.0,0.0
4,4,aug,wed,94.5,1.1,556.7,4.5,23.9,58,5.4,0.0,0.0
8,4,aug,sat,91.3,1.1,147.6,1.9,22.5,37,7.3,0.0,16.37
9,4,sep,sun,92.6,83.7,355.5,6.5,25.8,39,6.1,0.0,5.67
4,4,dec,wed,84.0,41.4,26.3,3.9,22.3,41,6.1,0.0,10.25
4,4,sep,sat,88.6,1.1,28.8,8.2,26.0,39,4.2,0.0,0.63
4,4,sep,sun,89.6,43.3,403.5,12.0,19.2,30,4.9,0.0,0.0
3,4,sep,tue,92.0,75.1,620.8,9.6,30.8,19,9.4,0.0,10.68
2,5,sep,sat,92.7,214.3,653.7,4.6,31.2,34,5.9,0.0,0.0
2,4,aug,sat,93.2,1.1,598.3,9.7,15.6,27,5.4,0.0,14.21
8,4,aug,tue,93.3,76.4,7.9,1.6,24.0,46,7.1,0.6,66.9
5,4,sep,mon,93.7,44.5,381.3,4.5,30.3,36,3.6,0.0,3.69
4,4,oct,thu,93.0,1.1,288.4,10.8,17.0,15,5.1,0.0,0.0
4,5,feb,thu,92.4,1.1,27.7,5.1,28.4,61,3.1,0.0,1.79
2,4,mar,sun,91.4,62.3,676.0,4.4,23.2,41,6.7,0.0,0.0
7,4,sep,sun,90.9,107.6,652.5,6.8,19.8,33,4.3,0.0,7.96
4,3,sep,tue,91.8,87.0,622.1,6.0,19.5,29,6.0,0.0,0.0
8,4,aug,sun,94.1,127.2,716.8,3.7,26.4,40,6.7,0.0,11.87
4,4,sep,tue,94.5,174.6,686.9,6.8,16.9,33,2.5,0.0,8.24
3,3,aug,fri,90.9,92.9,549.0,4.6,26.5,17,9.4,0.0,0.0
6,4,aug,sat,91.9,1.1,592.6,8.1,21.4,65,7.2,0.0,8.36
8,5,mar,sat,93.9,72.5,718.3,14.5,25.1,24,2.1,0.0,8.92
5,4,sep,thu,91.5,50.0,7.9,7.2,10.3,15,5.3,0.0,7.72
3,5,sep,sun,92.2,122.4,658.7,8.0,25.1,38,5.0,0.0,0.0
4,4,sep,fri,91.6,25.0,769.3,6.7,21.0,41,6.7,0.0,12.83
4,3,aug,wed,94.3,1.1,285.6,5.5,11.8,39,6.9,0.0,13.72
5,4,sep,tue,88.9,88.6,341.0,9.4,21.8,49,4.3,0.0,2.5
2,2,sep,sun,91.7,106.2,586.7,5.7,17.3,34,5.7,0.0,1.8
4,4,aug,sun,90.0,8.6,279.0,5.5,14.1,22,6.7,0.0,13.64
9,4,sep,fri,89.9,168.7,748.6,5.9,18.6,29,5.6,0.0,5.79
4,4,sep,sun,90.8,1.1,92.7,4.1,23.0,69,6.0,0.0,9.67
4,4,aug,thu,91.6,93.3,560.3,5.1,22.0,37,5.0,0.0,9.7
5,4,sep,sun,95.5,80.2,748.4,5.6,20.3,41,3.8,0.0,1.65
4,4,aug,sat,91.8,1.1,554.6,16.7,11.3,22,4.5,0.0,3.85
5,5,sep,thu,93.6,4.4,192.9,4.5,22.8,52,6.8,0.0,7.01
4,4,dec,fri,90.1,68.1,260.6,0.0,15.1,39,4.2,0.0,0.39
3,5,aug,tue,95.8,55.0,294.3,7.3,20.1,22,5.4,0.0,10.87
8,5,sep,wed,89.8,41.1,427.6,5.5,28.1,76,6.1,0.0,9.15
5,2,sep,sun,90.0,30.4,705.3,3.4,21.1,35,3.8,0.0,7.61
4,2,sep,sat,91.0,101.9,7.9,8.7,31.5,24,6.9,0.0,0.0
7,5,apr,sat,90.6,55.0,7.9,9.7,23.7,35,6.5,0.0,0.0
2,6,aug,sat,90.9,102.3,7.9,6.1,22.1,28,4.6,0.0,188.0
7,4,jul,thu,93.9,1.1,27.3,11.4,25.3,52,4.2,0.0,0.0
5,2,sep,sat,91.5,105.6,20.6,5.0,12.8,70,4.1,0.0,0.0
3,4,aug,wed,83.6,1.1,568.8,4.6,21.0,34,9.4,0.0,11.58
1,2,apr,sat,93.0,1.1,325.3,8.6,14.1,52,6.1,0.0,0.0
6,4,jul,fri,92.3,47.8,559.0,5.9,9.1,18,5.0,0.0,0.0
5,4,mar,fri,90.0,44.6,601.0,6.6,21.3,27,6.1,0.0,0.0
3,4,sep,mon,90.6,19.9,16.7,6.9,14.7,81,1.4,0.0,4.89
4,4,jul,sun,85.0,68.9,832.8,3.8,30.3,39,7.0,0.0,10.78
4,2,aug,mon,88.0,68.6,7.9,10.5,18.4,72,4.8,0.0,4.44
5,4,sep,tue,90.8,1.1,330.7,8.1,25.5,23,6.0,0.0,6.61
4,4,mar,sat,92.9,41.8,588.7,10.0,24.5,36,6.6,0.0,6.42
4,4,sep,sun,93.5,78.1,7.9,6.1,25.0,42,4.0,0.0,0.0
4,5,sep,sun,91.3,92.2,155.1,9.0,17.0,47,0.5,0.0,0.0
4,4,jul,tue,95.0,47.5,11.0,4.7,20.9,29,8.9,0.0,6.47
9,4,sep,thu,94.4,34.0,769.4,7.5,11.8,53,3.8,0.0,0.0
4,4,may,sun,89.3,1.1,629.9,4.1,26.9,33,9.4,0.0,9.81
5,4,sep,sun,94.0,61.3,531.3,2.6,26.5,40,2.5,0.0,3.16
4,4,aug,fri,91.5,41.8,583.3,7.8,22.6,52,7.0,0.0,5.78
5,4,aug,mon,94.0,11.8,590.2,9.6,27.7,74,6.1,0.0,0.0
3,4,feb,tue,92.8,89.0,345.4,4.7,26.4,16,5.5,0.0,0.0
8,5,sep,thu,90.9,71.9,747.2,6.0,23.1,72,4.0,0.0,14.51
1,5,oct,sat,94.6,215.3,549.4,9.9,18.8,24,7.0,0.0,8.43
2,4,dec,sun,90.4,54.8,172.5,3.7,18.7,53,9.4,0.0,0.0
4,5,jul,tue,92.7,99.5,513.2,8.9,21.3,47,6.7,0.0,10.75
4,4,oct,mon,93.0,113.4,7.9,10.8,17.1,28,2.7,0.0,0.0
4,4,aug,sat,95.5,68.0,574.4,8.5,18.5,51,5.3,0.0,2.59
4,5,aug,tue,94.3,92.2,551.7,9.1,19.3,32,6.9,0.0,0.0
9,5,sep,mon,92.9,68.6,770.6,8.1,24.8,49,8.5,0.0,7.02
4,5,aug,mon,93.1,93.5,572.1,8.1,32.9,32,5.8,0.0,75.45
4,4,aug,thu,83.6,103.3,571.6,6.5,23.8,44,5.6,0.0,5.42
8,2,nov,sun,90.0,141.6,433.7,8.5,25.9,37,3.4,0.0,5.06
3,5,aug,wed,93.0,19.7,324.0,8.8,19.7,30,4.7,0.0,241.73
4,4,sep,mon,89.8,40.2,330.4,5.0,27.3,31,5.8,0.0,13.51
2,4,mar,sat,90.7,83.4,7.9,6.7,22.6,24,4.4,0.0,30.19
4,4,aug,thu,93.3,121.6,565.3,10.3,21.3,32,6.8,0.0,6.94
3,4,aug,wed,96.2,107.2,605.9,6.8,28.2,28,4.1,0.0,0.26
8,5,jun,mon,93.3,1.1,307.3,5.3,16.9,29,6.7,0.0,9.87
4,4,sep,sun,89.1,80.4,151.2,6.1,22.5,89,7.0,0.0,0.0
4,5,aug,fri,91.4,45.8,644.7,6.1,18.6,90,2.7,0.0,7.44
4,4,sep,tue,89.0,1.1,657.1,5.0,23.9,41,5.3,0.0,0.0
4,4,feb,fri,91.4,53.6,125.8,4.8,16.7,31,5.7,0.0,0.0
3,4,aug,sun,66.2,55.6,710.2,8.7,19.2,42,2.8,0.0,5.59
2,4,aug,tue,91.8,1.1,7.9,6.4,10.7,45,9.4,0.0,4.77
4,4,sep,sun,88.0,24.2,297.3,6.3,16.2,25,3.8,0.0,10.73
9,4,jul,tue,93.0,131.9,7.9,8.1,25.1,34,7.2,0.0,0.0
4,4,aug,wed,90.7,107.3,613.5,6.9,20.3,82,7.2,0.0,0.0
4,3,sep,sat,93.0,1.1,642.6,6.6,25.4,44,5.3,0.0,2.89
2,3,oct,mon,91.9,18.5,618.5,12.2,11.9,61,2.6,0.0,0.0
4,5,mar,tue,90.0,61.0,361.5,7.0,23.9,34,9.4,0.0,9.54
5,4,sep,sat,94.2,31.3,697.2,7.7,17.8,27,4.3,0.0,13.22
9,4,sep,mon,93.0,1.1,656.7,6.2,19.3,79,5.1,0.0,34.04
2,5,feb,thu,91.9,185.2,616.7,6.6,14.1,20,7.2,0.0,2.33
2,5,sep,sun,92.1,88.4,598.9,6.8,24.4,46,6.9,0.0,13.87
5,3,sep,fri,90.5,58.2,259.5,7.1,8.4,63,5.5,0.0,10.57
4,2,aug,sat,92.7,13.8,607.2,9.1,22.0,25,4.9,0.0,1.94
2,6,aug,sun,89.9,59.3,556.6,5.3,22.3,54,4.7,0.0,2.92
4,4,aug,sat,94.0,49.1,558.4,2.1,17.3,31,7.0,0.0,6.48
4,4,feb,thu,91.8,55.1,7.9,6.7,23.3,26,5.2,0.0,0.0
7,4,aug,thu,92.9,35.2,174.8,5.0,19.6,28,6.2,0.0,0.98
2,4,sep,sat,91.1,54.1,560.5,8.5,22.9,26,5.9,0.0,8.48
3,4,aug,fri,91.7,114.5,63.3,0.9,13.4,38,5.7,0.0,4.76
4,4,oct,tue,85.2,64.7,580.6,8.6,17.6,39,3.8,0.0,7.41
4,5,sep,sun,94.7,14.6,594.6,5.9,25.7,41,4.5,0.0,0.0
4,4,oct,wed,94.9,53.8,607.6,8.9,20.7,26,4.4,0.0,1.7
4,4,sep,tue,86.1,1.1,7.9,5.2,22.8,32,7.5,0.0,0.0
4,4,jun,wed,86.4,54.9,562.6,6.5,12.7,44,5.0,0.0,6.34
4,2,aug,wed,85.4,89.8,533.1,13.2,7.5,44,8.3,0.0,0.0
4,4,aug,fri,46.8,78.1,627.9,4.7,29.9,43,7.4,0.0,215.33
3,2,may,fri,93.1,159.4,18.9,4.9,27.6,19,6.4,0.0,11.98
4,4,jun,mon,88.2,29.9,283.7,4.9,18.9,28,6.3,0.0,6.61
4,4,mar,thu,92.2,1.1,678.2,6.3,21.6,23,4.1,0.0,12.45
8,5,aug,mon,93.5,141.9,692.6,5.3,17.8,36,4.7,0.0,4.15
4,4,aug,tue,94.1,65.2,668.2,6.5,18.1,49,4.8,0.0,2.03
8,5,sep,wed,92.3,147.7,176.6,5.6,24.3,54,3.9,0.0,0.32
2,5,sep,wed,89.8,1.1,748.2,7.6,14.0,30,5.3,0.0,7.8
6,4,aug,fri,91.5,15.3,559.3,9.2,21.4,75,4.3,0.0,7.34
4,4,aug,sat,80.1,77.1,288.4,3.1,26.2,34,8.5,0.0,0.0
4,5,sep,mon,93.3,83.3,379.0,6.5,19.8,92,5.0,0.0,0.0
4,4,jul,sun,91.5,25.0,623.3,4.1,13.0,57,5.1,0.0,9.73
8,4,sep,sat,92.0,116.6,618.2,7.0,21.4,48,6.7,0.0,3.34
4,5,mar,sat,92.7,1.1,110.9,4.8,23.7,50,3.7,0.0,10.66
1,4,mar,tue,89.6,13.3,15.2,0.0,27.6,15,5.3,0.0,0.16
4,4,aug,fri,92.2,97.3,83.9,6.1,20.2,28,4.1,0.0,0.0
2,4,aug,fri,90.5,58.4,672.3,11.8,18.3,62,9.4,0.0,14.6
4,4,aug,wed,91.3,22.9,7.9,4.4,28.0,65,7.3,0.0,7.99
4,5,aug,wed,90.6,2.5,293.3,7.4,21.0,44,5.7,0.0,4.46
4,2,sep,wed,96.2,46.8,688.4,10.6,23.6,20,4.8,0.0,0.0
3,5,sep,tue,92.8,117.6,657.6,7.9,22.0,62,5.9,0.0,5.17
4,3,sep,sun,89.2,1.1,775.6,8.2,21.3,32,6.0,0.0,1.49
4,2,mar,wed,90.6,1.1,650.3,4.5,19.3,72,6.6,0.0,17.43
4,4,aug,fri,86.1,1.1,7.9,3.9,23.3,62,7.2,0.0,37.75
3,4,sep,sat,91.8,1.1,527.6,5.0,15.0,33,9.4,0.0,8.48
4,4,oct,fri,92.5,59.8,7.9,4.7,29.6,21,9.4,0.0,0.0
4,4,mar,wed,87.8,1.1,665.1,7.3,23.1,28,6.8,0.0,8.67
4,5,feb,sat,67.8,1.1,207.1,3.1,18.8,25,6.2,0.0,4.43
5,4,jan,sat,94.0,16.0,7.9,7.3,17.2,46,9.4,0.0,25.38
9,4,sep,sun,93.0,91.7,700.3,1.1,28.8,30,6.5,0.0,38.55
4,4,aug,thu,88.4,23.9,7.9,0.0,16.5,28,9.4,0.0,9.11
5,4,feb,fri,94.2,189.2,382.3,5.7,21.8,31,7.3,0.0,82.36
8,5,mar,tue,82.6,11.8,598.7,1.1,24.6,25,9.0,0.0,0.0
4,6,sep,sun,83.3,83.2,33.9,16.1,22.0,56,6.8,0.0,9.61
2,3,sep,tue,79.4,1.1,669.1,10.6,16.7,34,4.3,0.0,0.0
9,4,jun,mon,92.1,1.1,658.1,5.1,7.9,29,5.4,0.0,7.3
4,4,sep,thu,90.7,94.8,841.5,6.6,23.3,51,6.7,0.0,592.58
5,5,jul,sun,92.8,71.0,565.9,6.2,19.3,21,7.1,0.0,7.22
4,5,aug,thu,93.3,83.0,740.9,5.4,16.2,43,7.6,0.0,12.1
4,2,mar,sat,94.5,61.6,635.2,4.8,24.6,28,6.0,0.0,0.0
4,4,aug,thu,89.9,129.1,579.5,7.1,23.5,19,4.3,0.0,3.21
4,4,aug,wed,89.2,131.0,615.5,8.0,20.5,73,4.7,0.0,0.0
4,6,jul,sat,91.3,69.4,451.6,6.9,11.2,33,4.6,0.0,14.44
4,4,apr,sun,92.0,1.1,616.1,0.8,26.5,36,3.4,0.0,5.27
4,4,sep,tue,92.5,82.2,57.7,5.6,23.4,19,4.0,0.0,4.2
6,3,jul,wed,92.0,1.1,171.0,5.1,16.0,27,2.2,0.0,50.67
3,4,mar,sun,88.6,1.1,558.0,6.7,12.7,18,4.5,0.0,7.77
4,2,aug,fri,92.3,57.9,647.3,7.0,26.6,25,6.1,1.0,0.0
4,2,sep,mon,95.0,35.4,324.6,6.4,8.1,34,5.5,0.0,12.96
5,2,jun,sun,92.5,1.1,7.9,7.2,25.1,64,4.4,0.0,0.75
6,4,nov,sat,90.1,1.1,218.3,5.0,22.5,41,6.4,0.0,13.38
9,4,aug,sat,92.1,1.1,538.5,5.8,24.3,23,7.2,0.0,9.96
4,4,aug,fri,90.3,69.1,7.9,6.8,22.7,25,6.6,0.0,0.0
2,4,sep,tue,90.9,66.8,636.1,11.9,22.4,39,5.2,0.0,0.0
8,2,mar,thu,92.2,87.8,41.4,7.1,25.9,31,4.3,0.0,6.07
7,5,sep,sat,89.2,1.1,7.9,8.4,8.3,48,5.3,0.0,0.0
3,4,mar,sun,92.6,7.6,744.4,13.3,16.5,25,4.2,0.0,9.12
4,2,sep,wed,91.9,151.0,401.9,7.8,24.1,25,4.3,0.0,9.93
3,4,jul,sat,94.4,79.2,7.9,6.8,27.6,28,5.9,0.0,0.0
4,4,oct,mon,83.4,41.9,179.2,5.7,22.1,29,6.1,0.0,0.36
4,2,jul,sat,91.6,80.0,612.2,0.3,19.0,31,6.2,0.0,0.38
4,4,sep,sun,93.1,43.6,529.0,7.1,32.1,18,5.8,0.0,0.0
4,5,mar,tue,90.2,81.7,682.3,5.2,15.6,51,6.5,0.0,7.92
4,5,jul,fri,92.0,53.1,665.3,12.1,20.0,27,3.7,0.0,3.58
2,3,mar,sun,91.2,69.7,671.3,4.3,19.5,73,6.6,0.0,12.31
4,4,feb,tue,92.5,50.3,7.9,7.6,17.3,24,4.4,0.0,10.35
3,5,jul,sun,92.5,84.4,384.8,4.7,8.5,79,3.9,0.0,12.46
4,2,dec,sat,92.0,39.3,627.1,5.3,22.8,36,2.9,0.0,0.0
4,5,aug,mon,93.5,116.2,498.7,7.0,21.9,29,4.1,0.0,12.55
5,5,sep,sun,83.9,55.5,225.4,1.8,22.8,28,7.1,0.0,1.99
3,2,sep,sun,92.4,45.6,394.1,9.7,19.0,76,3.0,0.0,2.02
7,4,nov,fri,93.1,13.0,536.9,7.5,12.0,56,3.4,0.0,0.0
4,4,aug,fri,92.0,1.1,7.9,5.9,24.1,69,5.7,0.0,0.0
4,4,aug,thu,92.1,190.5,730.1,7.0,19.3,60,9.4,0.0,9.27
3,5,jan,mon,90.6,50.4,493.8,7.4,26.6,24,6.3,0.0,5.55
3,5,dec,thu,92.6,84.3,7.9,7.3,25.8,25,7.3,0.0,10.23
4,5,aug,tue,91.3,1.1,7.9,5.4,18.0,54,6.3,0.0,47.93
4,4,aug,wed,90.9,103.5,648.2,6.2,21.8,66,6.9,0.0,6.37
4,2,aug,sun,90.4,104.0,7.9,3.9,16.5,33,3.3,0.0,0.0
9,5,aug,sat,91.1,25.6,482.2,7.4,14.2,32,9.4,0.0,0.0
4,4,aug,sat,93.6,1.1,7.9,0.0,16.3,35,5.1,0.0,7.62
8,4,mar,tue,87.8,1.1,707.3,3.7,9.5,36,6.4,0.0,6.86
2,4,aug,fri,81.0,70.0,611.2,8.6,22.6,34,5.1,0.0,0.0
1,4,sep,sun,90.4,52.3,561.3,7.1,25.8,54,2.2,0.0,4.17
4,4,sep,sat,93.1,46.1,516.4,6.9,23.9,28,6.7,0.0,0.33
2,5,aug,thu,92.7,65.4,260.1,5.4,25.5,40,5.8,0.0,21.58
7,5,aug,tue,90.6,56.6,238.9,5.0,21.2,30,4.2,0.0,0.0
1,3,sep,sat,90.9,90.3,676.1,5.6,22.0,53,6.9,0.0,9.32
3,2,sep,mon,89.2,52.5,761.2,4.5,18.7,29,4.8,0.0,13.25
6,6,mar,tue,90.2,8.3,7.9,6.7,21.7,46,7.6,0.0,5.58
8,2,mar,wed,90.9,1.1,7.9,6.4,21.3,50,6.8,0.0,10.33
4,4,aug,sat,92.8,47.0,7.9,10.0,26.4,38,3.9,0.0,16.67
4,4,sep,sun,95.3,1.1,257.2,5.2,14.9,51,9.2,0.0,7.59
3,4,nov,sat,94.8,69.6,692.6,7.1,23.2,42,6.7,0.0,1.43
6,4,aug,wed,90.4,81.0,47.1,0.0,26.7,41,5.6,0.0,0.0
5,4,jun,mon,92.1,61.2,646.8,6.2,29.7,36,3.5,0.0,6.22
4,4,aug,sat,93.4,34.1,543.3,5.4,13.7,40,5.1,0.0,0.0
4,2,sep,sat,91.6,44.6,274.9,5.4,28.0,22,5.2,0.0,2.48
7,4,mar,sat,91.4,54.1,122.7,9.0,19.6,44,6.0,0.0,0.0
4,4,feb,fri,79.5,39.6,348.7,5.4,13.0,42,7.4,0.0,2.07
3,4,sep,tue,90.7,21.9,354.2,8.1,23.3,25,5.7,0.0,1.84
1,3,may,sat,91.7,1.1,199.0,5.4,26.5,34,6.7,0.0,4.67
3,6,sep,thu,85.1,40.8,31.8,6.2,29.3,45,3.7,0.0,0.0
5,5,sep,thu,90.2,31.0,688.2,18.1,22.1,29,4.7,0.0,3.66
4,5,aug,tue,90.5,1.1,210.9,0.2,23.8,33,3.3,0.0,29.22
4,4,aug,wed,90.8,1.1,639.8,6.3,25.5,40,4.5,0.0,0.0
8,4,dec,thu,87.6,1.1,604.2,7.0,24.4,22,7.1,0.0,0.33
9,5,nov,sat,90.0,59.1,7.9,5.0,25.3,26,7.0,0.0,3.88
4,4,sep,sun,91.1,96.8,402.8,6.5,23.1,36,3.3,0.0,7.88
3,3,sep,wed,84.4,1.1,678.9,0.0,13.7,51,4.0,0.0,0.0
4,4,sep,tue,93.1,1.1,652.9,7.1,25.8,85,9.4,0.0,5.02
4,3,sep,wed,93.5,57.3,608.7,9.2,26.1,23,6.1,0.0,0.0
3,5,aug,sat,92.1,47.3,255.0,0.0,19.6,21,5.7,0.4,0.0
6,3,mar,wed,92.9,58.7,56.5,4.6,16.2,60,4.2,0.0,42.07
4,4,aug,sun,95.7,13.3,616.8,5.8,29.4,47,4.9,0.0,2.78
4,2,feb,sun,80.1,1.1,35.1,3.6,14.9,45,9.4,0.0,13.49
7,2,sep,sat,90.0,89.3,752.5,6.9,19.1,52,4.6,0.0,0.0
7,3,jul,tue,94.3,40.9,560.7,4.3,18.0,31,6.2,0.0,0.0
